building_name,unit_number,bedrooms,size_sqft,contract_date,transaction_amount,floor_level,view,confidence,sources
Al Nabat,1203,2,1776.04,2022-05-27,,12,,HIGH,reidin
The Fairmont Palm Residences,R3,,723.66,2022-05-27,,G,,HIGH,reidin
Golden Mile,2707,,5112.85,2022-05-26,,7,,HIGH,reidin
Al Ramth,1302,2,1778.09,2022-05-26,,13,,HIGH,reidin
Al Malak,505,3,2438.78,2022-05-25,,5,,HIGH,reidin
Balqis Residences,1102,9,21926.06,2022-05-25,,11,,HIGH,reidin
Golden Mile,GM2B9GR12,,3219.27,2022-05-25,,G,,HIGH,reidin
Jash Falqa,812,2,1560.77,2022-05-24,,8,,HIGH,reidin
Golden Mile,10512,3,2411.11,2022-05-24,,5,,HIGH,reidin
Golden Mile,7501,1,1302.43,2022-05-24,,5,,HIGH,reidin
Al Hamri,504,1,1140.97,2022-05-24,,5,,HIGH,reidin
Al Nabat,1011,2,1872.92,2022-05-24,,10,,HIGH,reidin
The 8,TPTGBIN14,,3130.03,2022-05-23,,nan,,HIGH,reidin
The 8,TPTGAIN16A,,797.6,2022-05-23,,nan,,HIGH,reidin
Al Khayali,808,2,1745.69,2022-05-23,,8,,HIGH,reidin
Marina Residences,CG02,2,2475.7,2022-05-23,,G,,HIGH,reidin
Al Sultana,909,1,1140.97,2022-05-22,,LP,,HIGH,reidin
Golden Mile,903,1,848.2,2022-05-22,,9,,HIGH,reidin
Golden Mile,7403,2,1797.57,2022-05-22,,4,,HIGH,reidin
Al Khayali,507,3,2443.41,2022-05-22,,5,,HIGH,reidin
Al Murjan,809,2,1734.93,2022-05-20,,8,,HIGH,reidin
Golden Mile,1612,3,2421.88,2022-05-20,,6,,HIGH,reidin
Al Hamri,403,3,2163.54,2022-05-20,,4,,HIGH,reidin
Al Anbara,609,1,1140.97,2022-05-20,,6,,HIGH,reidin
Al Basri,904,1,1140.97,2022-05-20,,9,,HIGH,reidin
The 8,TPTGBIN13,,3134.99,2022-05-19,,nan,,HIGH,reidin
Golden Mile,705,1,990.28,2022-05-19,,7,,HIGH,reidin
Al Hamri,706,2,1991.32,2022-05-19,,7,,HIGH,reidin
The Fairmont Palm Residences,401,2,1920.5,2022-05-19,,4,,HIGH,reidin
Al Hallawi,810,3,2163.54,2022-05-19,,8,,HIGH,reidin
Golden Mile,7704,4,9924.32,2022-05-18,,7,,HIGH,reidin
The Fairmont Palm Residences,221,2,2185.07,2022-05-18,,2,,HIGH,reidin
Al Khushkar,808,2,1550.0,2022-05-18,,8,,HIGH,reidin
Golden Mile,407,1,1098.24,2022-05-18,,4,,HIGH,reidin
Al Ramth,1105,3,2529.52,2022-05-18,,11,,HIGH,reidin
Golden Mile,8312,3,2411.11,2022-05-18,,3,,HIGH,reidin
Al Ramth,TH01,2,4047.23,2022-05-17,,LG,,HIGH,reidin
Golden Mile,GM2B7RT24,,1203.94,2022-05-17,,B1,,HIGH,reidin
Golden Mile,GM2B7RT25,,2355.25,2022-05-17,,B1,,HIGH,reidin
Al Khayali,1003,2,1776.04,2022-05-17,,10,,HIGH,reidin
Golden Mile,7303,2,1797.57,2022-05-17,,3,,HIGH,reidin
Al Msalli,309,1,1140.97,2022-05-15,,3,,HIGH,reidin
Jash Falqa,904,1,1140.97,2022-05-13,,LP,,HIGH,reidin
Jash Falqa,909,1,1140.97,2022-05-12,,LP,,HIGH,reidin
Al Nabat,303,2,1937.5,2022-05-12,,3,,HIGH,reidin
Marina Residences,C405,1,1120.09,2022-05-12,,4,,HIGH,reidin
Golden Mile,6304,1,1306.63,2022-05-11,,3,,HIGH,reidin
Golden Mile,4102,2,2098.96,2022-05-11,,1,,HIGH,reidin
Al Hatmi,209,1,1140.97,2022-05-11,,2,,HIGH,reidin
Al Malak,1007,3,2529.52,2022-05-11,,10,,HIGH,reidin
Seven Palm,41406,2,1743.75,2022-05-11,,14,,HIGH,reidin
Al Murjan,LG01,3,2755.56,2022-05-11,,LG,,HIGH,reidin
Al Ramth,1209,2,1776.04,2022-05-10,,12,,HIGH,reidin
Marina Residences,1007,1,1140.97,2022-05-10,,10,,HIGH,reidin
Al Msalli,F016,,5063.98,2022-05-10,,1,,HIGH,reidin
The 8,20413,2,1322.88,2022-05-10,,4,,HIGH,reidin
Marina Residences,613,1,1140.97,2022-05-10,,6,,HIGH,reidin
Al Mashraba,805,3,2443.41,2022-05-09,,8,,HIGH,reidin
Golden Mile,OF30,,2302.51,2022-05-09,,MEZ,,HIGH,reidin
Al Shamsi,208,1,1030.11,2022-05-09,,2,,HIGH,reidin
Palm Tower,4219,1,1119.45,2022-05-09,,42,,HIGH,reidin
Golden Mile,10408,3,3326.05,2022-04-29,,4,,HIGH,reidin
Al Khushkar,PH12,4,4843.76,2022-04-29,,LP,,HIGH,reidin
Al Mashraba,411,2,1937.5,2022-04-29,,4,,HIGH,reidin
Al Ramth,810,2,1732.99,2022-04-29,,8,,HIGH,reidin
Al Shirawi,1104,1,1140.97,2022-04-29,,LP,,HIGH,reidin
Kempinski Residences,205,2,1754.52,2022-04-28,,2,,HIGH,reidin
Al Anbara,903,3,2142.02,2022-04-28,,9,,HIGH,reidin
Al Msalli,E091,,1536.98,2022-04-27,,2,,HIGH,reidin
Al Msalli,E070,,4092.97,2022-04-27,,2,,HIGH,reidin
Al Msalli,E090,,1701.99,2022-04-27,,2,,HIGH,reidin
Golden Mile,10205,2,1806.72,2022-04-27,,2,,HIGH,reidin
Al Msalli,E092A,,902.98,2022-04-27,,2,,HIGH,reidin
Al Msalli,E068,,4147.98,2022-04-27,,2,,HIGH,reidin
Al Msalli,E092B,,888.67,2022-04-27,,2,,HIGH,reidin
Al Shamsi,251,3,2398.95,2022-04-27,,2,,HIGH,reidin
Al Shamsi,151,3,2444.05,2022-04-27,,1,,HIGH,reidin
Al Nabat,1105,3,2529.52,2022-04-26,,11,,HIGH,reidin
Balqis Residences,603,2,2002.09,2022-04-26,,6,,HIGH,reidin
Al Sahab,601,6,12378.49,2022-04-26,,6,,HIGH,reidin
Al Habool,704,1,1140.97,2022-04-25,,7,,HIGH,reidin
Al Msalli,P011A,,1724.38,2022-04-25,,G,,HIGH,reidin
Marina Residences,1002,1,1142.05,2022-04-25,,10,,HIGH,reidin
Al Shirawi,508,2,1550.76,2022-04-25,,5,,HIGH,reidin
Al Anbara,411,3,2217.36,2022-04-24,,4,,HIGH,reidin
Al Khayali,807,3,2438.78,2022-04-22,,8,,HIGH,reidin
Al Shamsi,232,2,1667.54,2022-04-22,,2,,HIGH,reidin
Al Khushkar,307,2,2002.09,2022-04-22,,3,,HIGH,reidin
Golden Mile,9312,3,2421.88,2022-04-22,,3,,HIGH,reidin
Marina Residences,B303,2,1864.63,2022-04-22,,3,,HIGH,reidin
Al Malak,306,3,4057.99,2022-04-21,,3,,HIGH,reidin
Marina Residences,501N,3,2430.27,2022-04-21,,5,,HIGH,reidin
Al Msalli,203,3,2174.31,2022-04-21,,2,,HIGH,reidin
Al Basri,PH12,4,4838.16,2022-04-21,,LP,,HIGH,reidin
Al Msalli,802,3,2185.07,2022-04-20,,8,,HIGH,reidin
Golden Mile,911,1,1105.99,2022-04-19,,9,,HIGH,reidin
Palm Tower,4418,1,1076.07,2022-04-19,,44,,HIGH,reidin
Marina Residences,412,1,1140.97,2022-04-19,,4,,HIGH,reidin
Al Nabat,807,2,1991.32,2022-04-18,,8,,HIGH,reidin
Serenia Residences,C606,2,1724.05,2022-04-18,,6,,HIGH,reidin
Golden Mile,7412,3,2411.11,2022-04-18,,4,,HIGH,reidin
Golden Mile,G502,3,5414.24,2022-04-18,,G,,HIGH,reidin
Al Shamsi,341,1,1140.65,2022-04-16,,3,,HIGH,reidin
Al Shamsi,237,1,1030.11,2022-04-16,,2,,HIGH,reidin
Kempinski Residences,430,2,1764.96,2022-04-15,,4,,HIGH,reidin
The 8,10101,1,871.88,2022-04-15,,1,,HIGH,reidin
Marina Residences,BG05,2,2012.85,2022-04-14,,G,,HIGH,reidin
Al Msalli,105,2,1550.0,2022-04-14,,1,,HIGH,reidin
Marina Residences,202N,2,1980.13,2022-04-14,,2,,HIGH,reidin
Golden Mile,201,1,1074.13,2022-04-14,,2,,HIGH,reidin
Al Khayali,611,2,1872.92,2022-04-14,,6,,HIGH,reidin
Golden Mile,410,1,1092.21,2022-04-14,,4,,HIGH,reidin
Al Shamsi,107,1,1026.01,2022-04-14,,1,,HIGH,reidin
Marina Residences,A502,3,7696.19,2022-04-13,,5,,HIGH,reidin
The 8,10202,1,1011.81,2022-04-13,,2,,HIGH,reidin
Palm Tower,3507,0,516.67,2022-04-13,,35,,HIGH,reidin
Al Hatmi,505,2,1550.0,2022-04-13,,5,,HIGH,reidin
Balqis Residences,309,2,2023.61,2022-04-12,,3,,HIGH,reidin
Al Khushkar,211,3,2206.71,2022-04-12,,2,,HIGH,reidin
Marina Residences,605S,2,1980.23,2022-04-12,,6,,HIGH,reidin
Jash Falqa,806,2,1974.75,2022-04-11,,8,,HIGH,reidin
Jash Hamad,205,2,1553.66,2022-04-11,,2,,HIGH,reidin
Al Hamri,610,3,2152.78,2022-04-11,,6,,HIGH,reidin
Al Nabat,409,1,1140.97,2022-04-10,,4,,HIGH,reidin
Golden Mile,6603,2,1797.57,2022-04-10,,6,,HIGH,reidin
Palm Tower,3613,1,1056.48,2022-04-10,,36,,HIGH,reidin
Palm Tower,PWBCFB04,,5351.49,2022-04-08,,G,,HIGH,reidin
Golden Mile,3508,3,3328.63,2022-04-08,,5,,HIGH,reidin
Al Basri,1005,2,1550.76,2022-04-07,,10,,HIGH,reidin
Al Mashraba,G04,2,2033.52,2022-04-07,,G,,HIGH,reidin
Seven Palm,40706,2,1743.75,2022-04-07,,7,,HIGH,reidin
Serenia Residences,A407,2,1334.72,2022-04-06,,4,,HIGH,reidin
Al Khushkar,604,1,1140.97,2022-04-06,,6,,HIGH,reidin
Golden Mile,202,1,867.68,2022-04-06,,2,,HIGH,reidin
Golden Mile,910,1,1105.99,2022-04-06,,9,,HIGH,reidin
The 8,TPTFAIN08,,2436.73,2022-04-05,,1,,HIGH,reidin
Jash Falqa,406,2,1991.32,2022-04-05,,4,,HIGH,reidin
The 8,10311,3,1700.7,2022-04-04,,3,,HIGH,reidin
Azizi Mina,411,2,1524.81,2022-04-04,,4,,HIGH,reidin
Al Ramth,1111,2,2023.61,2022-04-04,,11,,HIGH,reidin
Marina Residences,A102,1,1119.45,2022-04-01,,1,,HIGH,reidin
Al Msalli,E016,,2077.0,2022-03-30,,2,,HIGH,reidin
Al Hallawi,905,2,1550.0,2022-03-30,,9,,HIGH,reidin
The 8,20108,3,1735.68,2022-03-30,,1,,HIGH,reidin
Serenia Residences,C301,3,2938.54,2022-03-30,,3,,HIGH,reidin
Serenia Residences,C103,2,1700.7,2022-03-28,,1,,HIGH,reidin
Golden Mile,8612,3,2411.11,2022-03-28,,6,,HIGH,reidin
Al Hallawi,812,2,1582.29,2022-03-28,,8,,HIGH,reidin
Azizi Mina,510,2,1356.25,2022-03-28,,5,,HIGH,reidin
Al Anbara,506,2,2012.85,2022-03-28,,5,,HIGH,reidin
Palm Tower,2212,0,516.67,2022-03-28,,22,,HIGH,reidin
Al Ramth,102,2,2045.14,2022-03-27,,1,,HIGH,reidin
Al Ramth,203,2,2045.14,2022-03-25,,2,,HIGH,reidin
Al Shirawi,408,2,1550.0,2022-03-25,,4,,HIGH,reidin
Golden Mile,RT01,,845.93,2022-03-25,,B1,,HIGH,reidin
The Fairmont Palm Residences,610,1,1550.0,2022-03-25,,6,,HIGH,reidin
The Fairmont Palm Residences,402,1,1313.2,2022-03-25,,4,,HIGH,reidin
Al Murjan,907,3,2443.41,2022-03-25,,9,,HIGH,reidin
Golden Mile,7406,1,1280.9,2022-03-25,,4,,HIGH,reidin
The Fairmont Palm Residences,P201,,4908.34,2022-03-25,,10,,HIGH,reidin
Al Sahab,802,3,4871.74,2022-03-24,,8,,HIGH,reidin
Al Basri,1202,3,2185.07,2022-03-24,,LP,,HIGH,reidin
Golden Mile,2306,1,1291.67,2022-03-23,,3,,HIGH,reidin
Golden Mile,6201,1,1302.43,2022-03-23,,2,,HIGH,reidin
Al Msalli,B1003B,,857.99,2022-03-23,,LG,,HIGH,reidin
Al Msalli,P061A,,499.98,2022-03-23,,G,,HIGH,reidin
Seven Palm,40107,2,1797.57,2022-03-23,,1,,HIGH,reidin
Balqis Residences,707,2,1964.63,2022-03-23,,7,,HIGH,reidin
Golden Mile,701,1,1092.86,2022-03-23,,7,,HIGH,reidin
Al Hamri,205,2,1550.76,2022-03-23,,2,,HIGH,reidin
Seven Palm,41206,2,1743.75,2022-03-22,,12,,HIGH,reidin
The Fairmont Palm Residences,519,2,1722.22,2022-03-22,,5,,HIGH,reidin
The Fairmont Palm Residences,406,1,1280.9,2022-03-22,,4,,HIGH,reidin
Al Msalli,504,1,1140.97,2022-03-21,,5,,HIGH,reidin
Palm Tower,3802,1,1054.86,2022-03-21,,38,,HIGH,reidin
Golden Mile,912,2,1635.9,2022-03-21,,9,,HIGH,reidin
The 8,TPTGAIN03,,4138.61,2022-03-21,,nan,,HIGH,reidin
The 8,TPTFAIN03,,2726.17,2022-03-21,,1,,HIGH,reidin
The 8,10301,1,869.18,2022-03-19,,3,,HIGH,reidin
Golden Mile,3502,2,1797.57,2022-03-18,,5,,HIGH,reidin
Golden Mile,713,1,1093.18,2022-03-18,,7,,HIGH,reidin
Marina Residences,707,1,1140.97,2022-03-17,,7,,HIGH,reidin
Golden Mile,2403,2,1797.57,2022-03-17,,4,,HIGH,reidin
Golden Mile,1412,3,2411.11,2022-03-17,,4,,HIGH,reidin
Golden Mile,613,1,1074.24,2022-03-17,,6,,HIGH,reidin
Golden Mile,1005,1,976.5,2022-03-17,,10,,HIGH,reidin
Palm Tower,3801,1,1033.33,2022-03-16,,38,,HIGH,reidin
Azizi Mina,701,1,990.28,2022-03-16,,7,,HIGH,reidin
Golden Mile,6209,2,1786.81,2022-03-16,,2,,HIGH,reidin
Al Msalli,805,2,1550.0,2022-03-16,,8,,HIGH,reidin
Palm Tower,2302,0,527.43,2022-03-16,,23,,HIGH,reidin
Al Shirawi,904,1,1140.97,2022-03-16,,9,,HIGH,reidin
Club Vista Mare,101,0,609.45,2022-03-16,,1,,HIGH,reidin
Golden Mile,7204,1,1302.43,2022-03-15,,2,,HIGH,reidin
Al Hatmi,201,2,1582.29,2022-03-15,,2,,HIGH,reidin
Palm Tower,4518,1,1076.39,2022-03-15,,45,,HIGH,reidin
Al Hallawi,1002,3,2181.3,2022-03-15,,10,,HIGH,reidin
Marina Residences,916,1,1140.97,2022-03-15,,9,,HIGH,reidin
Golden Mile,2502,2,1797.57,2022-03-14,,5,,HIGH,reidin
Al Hatmi,701,2,1582.29,2022-03-14,,7,,HIGH,reidin
Al Msalli,P034C,,864.99,2022-03-14,,G,,HIGH,reidin
Al Khayali,410,2,1733.53,2022-03-14,,4,,HIGH,reidin
Al Murjan,302,2,2045.14,2022-03-14,,3,,HIGH,reidin
Al Ramth,211,2,1948.27,2022-03-14,,2,,HIGH,reidin
Al Anbara,PH12,4,4839.34,2022-03-14,,LP,,HIGH,reidin
Jash Hamad,802,3,2195.84,2022-03-13,,8,,HIGH,reidin
Golden Mile,7506,1,1291.67,2022-03-13,,5,,HIGH,reidin
The Fairmont Palm Residences,816,2,1776.04,2022-03-13,,8,,HIGH,reidin
Al Ramth,1109,2,1776.04,2022-03-13,,11,,HIGH,reidin
Kempinski Residences,432,2,1754.52,2022-03-13,,4,,HIGH,reidin
Al Nabat,PH04,1,1140.97,2022-03-11,,9,,HIGH,reidin
Al Shamsi,201,2,1555.06,2022-03-11,,2,,HIGH,reidin
Marina Residences,1014,1,1140.97,2022-03-11,,10,,HIGH,reidin
Al Habool,202,3,2206.6,2022-03-11,,2,,HIGH,reidin
Club Vista Mare,004,,3576.95,2022-03-11,,G,,HIGH,reidin
Al Das,801,4,1589.07,2022-03-11,,8,,HIGH,reidin
Golden Mile,SH02,,1214.38,2022-03-10,,G,,HIGH,reidin
Golden Mile,SH01,,821.29,2022-03-10,,G,,HIGH,reidin
Golden Mile,RT11A,,985.54,2022-03-10,,B1,,HIGH,reidin
Golden Mile,GMB2RT42B,,334.22,2022-03-10,,B1,,HIGH,reidin
Seven Palm,C1,,16199.67,2022-03-10,,G,,HIGH,reidin
Golden Mile,2507,2,1886.8,2022-03-10,,5,,HIGH,reidin
Al Malak,307,3,2443.41,2022-03-10,,3,,HIGH,reidin
Marina Residences,712,1,1140.97,2022-03-09,,7,,HIGH,reidin
Golden Mile,909,2,1683.47,2022-03-09,,9,,HIGH,reidin
Al Malak,510,2,1732.99,2022-03-09,,5,,HIGH,reidin
Golden Mile,4507,2,1886.8,2022-03-09,,5,,HIGH,reidin
The Fairmont Palm Residences,203,1,1354.85,2022-03-09,,2,,HIGH,reidin
Golden Mile,10612,3,2411.11,2022-03-08,,6,,HIGH,reidin
Golden Mile,906,3,1790.25,2022-03-08,,9,,HIGH,reidin
Golden Mile,1410,2,1794.34,2022-03-07,,4,,HIGH,reidin
Al Khayali,304,2,1862.15,2022-03-07,,3,,HIGH,reidin
Marina Residences,C302,3,3724.31,2022-03-07,,3,,HIGH,reidin
Golden Mile,8408,3,3326.05,2022-03-07,,4,,HIGH,reidin
Golden Mile,6307,2,1883.68,2022-03-06,,3,,HIGH,reidin
Golden Mile,209,2,1664.74,2022-03-05,,2,,HIGH,reidin
Al Hallawi,502,3,2217.36,2022-03-04,,5,,HIGH,reidin
Al Shirawi,809,1,1140.97,2022-03-04,,8,,HIGH,reidin
Kempinski Residences,507,3,3788.89,2022-03-04,,5,,HIGH,reidin
Al Nabat,1403,5,13099.67,2022-03-03,,14,,HIGH,reidin
Al Basri,605,2,1550.76,2022-03-03,,6,,HIGH,reidin
Golden Mile,3608,3,3326.05,2022-03-03,,6,,HIGH,reidin
Seven Palm,40404,2,2077.43,2022-03-03,,4,,HIGH,reidin
Al Hamri,310,3,2163.54,2022-03-03,,3,,HIGH,reidin
Golden Mile,2411,2,1797.57,2022-03-03,,4,,HIGH,reidin
Balqis Residences,1011,3,2393.03,2022-03-02,,10,,HIGH,reidin
The 8,TPTGBIN14A,,611.28,2022-03-02,,nan,,HIGH,reidin
Golden Mile,610,1,1092.21,2022-03-02,,6,,HIGH,reidin
The 8,TPTGC10,,224.1,2022-03-02,,G,,HIGH,reidin
The 8,TPTGBIN15B,,611.07,2022-03-02,,nan,,HIGH,reidin
Al Hamri,912,2,1582.29,2022-03-02,,9,,HIGH,reidin
Al Shirawi,609,1,1140.97,2022-03-02,,6,,HIGH,reidin
The 8,TPTFAIN12,,3208.5,2022-03-02,,1,,HIGH,reidin
Marina Residences,503N,2,1758.18,2022-03-02,,5,,HIGH,reidin
The 8,TPTGCIN06A,,496.97,2022-02-28,,G,,HIGH,reidin
The 8,TPTGCIN06,,1209.97,2022-02-28,,G,,HIGH,reidin
Golden Mile,1002,1,867.68,2022-02-28,,10,,HIGH,reidin
Al Khushkar,110,2,1603.82,2022-02-25,,1,,HIGH,reidin
Golden Mile,1609,2,1786.81,2022-02-25,,6,,HIGH,reidin
Al Das,307,4,1996.7,2022-02-25,,3,,HIGH,reidin
Jash Hamad,811,3,2206.6,2022-02-25,,8,,HIGH,reidin
Al Mashraba,307,3,2443.41,2022-02-25,,3,,HIGH,reidin
Marina Residences,406S,3,2430.17,2022-02-25,,4,,HIGH,reidin
Golden Mile,RT09,,1151.09,2022-02-24,,B1,,HIGH,reidin
Kempinski Residences,115,2,1948.27,2022-02-24,,1,,HIGH,reidin
Golden Mile,3207,2,1883.68,2022-02-24,,2,,HIGH,reidin
Al Msalli,401,2,1582.29,2022-02-23,,4,,HIGH,reidin
Golden Mile,902,1,867.68,2022-02-23,,9,,HIGH,reidin
Seven Palm,31308,1,1216.32,2022-02-22,,13,,HIGH,reidin
Golden Mile,208,1,1099.21,2022-02-22,,2,,HIGH,reidin
Golden Mile,601,1,1074.13,2022-02-22,,6,,HIGH,reidin
Al Habool,709,1,1140.97,2022-02-22,,7,,HIGH,reidin
The 8,TPTGBIN01,,4007.29,2022-02-22,,nan,,HIGH,reidin
The 8,10217,2,1330.53,2022-02-22,,2,,HIGH,reidin
Jash Hamad,810,3,2228.13,2022-02-22,,8,,HIGH,reidin
The 8,TPTFBIN01,,3948.52,2022-02-22,,1,,HIGH,reidin
Al Ramth,202,2,2045.14,2022-02-21,,2,,HIGH,reidin
Al Shirawi,406,2,2002.09,2022-02-21,,4,,HIGH,reidin
Golden Mile,7507,2,1883.68,2022-02-21,,5,,HIGH,reidin
The 8,TPTFAIN1819,,4435.26,2022-02-18,,1,,HIGH,reidin
Al Anbara,207,2,2002.09,2022-02-18,,2,,HIGH,reidin
The 8,TPTGAIN20,,3364.69,2022-02-18,,nan,,HIGH,reidin
Balqis Residences,VILLAV04,5,13939.25,2022-02-18,,G,,HIGH,reidin
Golden Mile,10608,3,3358.34,2022-02-18,,6,,HIGH,reidin
Marina Residences,704,1,1140.97,2022-02-18,,7,,HIGH,reidin
The 8,TPTGAIN19,,3364.36,2022-02-18,,nan,,HIGH,reidin
Al Khayali,TH05,2,3993.41,2022-02-17,,LG,,HIGH,reidin
Golden Mile,10601,1,1304.58,2022-02-17,,6,,HIGH,reidin
The Fairmont Palm Residences,726,2,1732.99,2022-02-17,,7,,HIGH,reidin
Al Sultana,807,2,1969.79,2022-02-17,,8,,HIGH,reidin
The 8,20501,3,1770.55,2022-02-16,,5,,HIGH,reidin
Al Hatmi,904,1,1140.97,2022-02-16,,9,,HIGH,reidin
Golden Mile,RT13,,1715.98,2022-02-16,,B1,,HIGH,reidin
Al Murjan,403,2,1927.49,2022-02-16,,4,,HIGH,reidin
Golden Mile,806,3,1771.42,2022-02-16,,8,,HIGH,reidin
Marina Residences,1005,1,1140.97,2022-02-15,,10,,HIGH,reidin
Al Shirawi,1004,1,1140.97,2022-02-15,,10,,HIGH,reidin
Al Mashraba,402,2,1732.99,2022-02-15,,4,,HIGH,reidin
Jash Falqa,606,2,1969.79,2022-02-15,,6,,HIGH,reidin
Seven Palm,30902,2,1439.78,2022-02-15,,9,,HIGH,reidin
Al Mashraba,408,2,1866.89,2022-02-15,,4,,HIGH,reidin
Al Anbara,711,3,2185.07,2022-02-14,,7,,HIGH,reidin
Serenia Residences,C204,2,1636.11,2022-02-14,,2,,HIGH,reidin
Al Habool,J1,1,721.18,2022-02-14,,1,,HIGH,reidin
Club Vista Mare,099,0,731.95,2022-02-11,,1,,HIGH,reidin
Al Khayali,508,2,1743.75,2022-02-11,,5,,HIGH,reidin
Golden Mile,2303,2,1797.57,2022-02-11,,3,,HIGH,reidin
Golden Mile,RT20,,850.89,2022-02-11,,B1,,HIGH,reidin
Al Hallawi,205,2,1550.0,2022-02-10,,2,,HIGH,reidin
Al Sultana,910,3,2142.02,2022-02-10,,LP,,HIGH,reidin
Al Mashraba,1405,4,10258.0,2022-02-10,,14,,HIGH,reidin
Balqis Residences,802,3,2283.88,2022-02-10,,8,,HIGH,reidin
The Fairmont Palm Residences,B110,4,5468.06,2022-02-10,,B1,,HIGH,reidin
Al Shamsi,302,2,1518.25,2022-02-10,,3,,HIGH,reidin
Al Khushkar,1202,3,2185.07,2022-02-10,,LP,,HIGH,reidin
Serenia Residences,B404,2,1743.75,2022-02-10,,4,,HIGH,reidin
Al Ramth,602,2,1732.99,2022-02-09,,6,,HIGH,reidin
Golden Mile,8208,3,3326.8,2022-02-09,,2,,HIGH,reidin
Kempinski Residences,431,2,1765.28,2022-02-08,,4,,HIGH,reidin
Marina Residences,706S,3,2430.17,2022-02-08,,7,,HIGH,reidin
Al Habool,110,2,1614.59,2022-02-08,,1,,HIGH,reidin
Jash Falqa,905,2,1550.0,2022-02-08,,LP,,HIGH,reidin
The 8,10505,2,1338.38,2022-02-08,,5,,HIGH,reidin
Seven Palm,30506,2,1743.75,2022-02-08,,5,,HIGH,reidin
Jash Falqa,808,2,1550.76,2022-02-08,,8,,HIGH,reidin
Al Nabat,305,2,1550.0,2022-02-07,,3,,HIGH,reidin
Seven Palm,30106,2,1883.68,2022-02-07,,1,,HIGH,reidin
Al Mashraba,403,2,1926.74,2022-02-07,,4,,HIGH,reidin
Jash Hamad,608,2,1553.45,2022-02-07,,6,,HIGH,reidin
Marina Residences,814,1,1140.97,2022-02-07,,8,,HIGH,reidin
Al Anbara,802,3,2181.3,2022-02-07,,8,,HIGH,reidin
Golden Mile,10212,3,2411.11,2022-02-07,,2,,HIGH,reidin
Al Shirawi,708,2,1550.0,2022-02-04,,7,,HIGH,reidin
Al Msalli,P068,,3350.05,2022-02-04,,G,,HIGH,reidin
Al Msalli,P067B,,965.95,2022-02-04,,G,,HIGH,reidin
Al Msalli,P069,,2067.96,2022-02-04,,G,,HIGH,reidin
Al Msalli,P067A,,1659.04,2022-02-04,,G,,HIGH,reidin
Golden Mile,1004,1,980.27,2022-02-04,,10,,HIGH,reidin
Al Shirawi,605,2,1550.0,2022-02-03,,6,,HIGH,reidin
Al Msalli,F014B,,3000.44,2022-02-03,,1,,HIGH,reidin
Marina Residences,109,1,1404.04,2022-02-03,,1,,HIGH,reidin
Golden Mile,7602,2,1799.08,2022-02-03,,6,,HIGH,reidin
Jash Falqa,104,1,1140.97,2022-02-03,,1,,HIGH,reidin
Al Malak,407,3,2443.41,2022-02-02,,4,,HIGH,reidin
Golden Mile,808,1,1099.21,2022-02-02,,8,,HIGH,reidin
Marina Residences,C203,1,1108.68,2022-02-02,,2,,HIGH,reidin
The Fairmont Palm Residences,P307,,4854.52,2022-02-02,,10,,HIGH,reidin
Al Habool,505,2,1550.0,2022-02-02,,5,,HIGH,reidin
Golden Mile,105,1,989.74,2022-02-02,,1,,HIGH,reidin
Seven Palm,30504,3,2766.32,2022-02-02,,5,,HIGH,reidin
The Fairmont Palm Residences,B108,3,5177.54,2022-02-01,,B1,,HIGH,reidin
Al Murjan,1109,2,1777.98,2022-02-01,,11,,HIGH,reidin
Golden Mile,4112,3,2646.09,2022-02-01,,1,,HIGH,reidin
Al Shamsi,110,1,1026.01,2022-01-31,,1,,HIGH,reidin
Golden Mile,GM2B10FB24,,2322.96,2022-01-31,,B1,,HIGH,reidin
Serenia Residences,A609,1,899.65,2022-01-31,,6,,HIGH,reidin
The Fairmont Palm Residences,P312,,4120.85,2022-01-31,,10,,HIGH,reidin
The 8,10413,2,1290.7,2022-01-30,,4,,HIGH,reidin
Seven Palm,41107,2,1646.88,2022-01-30,,11,,HIGH,reidin
Golden Mile,9309,2,1787.78,2022-01-29,,3,,HIGH,reidin
Al Msalli,P023A,,967.03,2022-01-28,,G,,HIGH,reidin
Jash Hamad,401,2,1582.29,2022-01-28,,4,,HIGH,reidin
Golden Mile,102,1,1769.26,2022-01-27,,1,,HIGH,reidin
The Fairmont Palm Residences,713,2,1723.3,2022-01-27,,7,,HIGH,reidin
Golden Mile,9704,4,10236.47,2022-01-27,,7,,HIGH,reidin
Palm Tower,3007,0,500.95,2022-01-27,,30,,HIGH,reidin
Palm Tower,3006,0,500.95,2022-01-27,,30,,HIGH,reidin
Golden Mile,9109,2,2594.1,2022-01-27,,1,,HIGH,reidin
Kempinski Residences,609,3,3855.95,2022-01-27,,6,,HIGH,reidin
Al Hatmi,601,2,1582.29,2022-01-27,,6,,HIGH,reidin
